地點,停車狀況,時間,日期,星期幾,天氣,當下溫度,人流量,商品品項,貨架上庫存量,原價,折扣(off),剩餘保存期限,商品大類,
大全聯 中壢店,多,19:00-20:00,2025-03-26,星期三,晴天,24,一般,雞三節翅,6,120,20,1,肉類,
大全聯 中壢店,多,19:00-20:01,2025-03-26,星期三,晴天,24,一般,里肌火鍋片,6,216,36,1,肉類,
大全聯 中壢店,多,19:00-20:02,2025-03-26,星期三,晴天,24,一般,豬白肉火鍋片,6,166,20,1,肉類,
大全聯 中壢店,多,19:00-20:03,2025-03-26,星期三,晴天,24,一般,雪花火鍋肉片,8,207,20,1,肉類,
大全聯 中壢店,多,19:00-20:04,2025-03-26,星期三,晴天,24,一般,翼板牛排,4,230,20,1,肉類,
大全聯 中壢店,多,19:00-20:05,2025-03-26,星期三,晴天,24,一般,澳洲羊梅花火鍋片,6,251,20,2,肉類,
大全聯 中壢店,多,19:00-20:06,2025-03-26,星期三,晴天,24,一般,澳洲小羊肩排,9,269,36,1,肉類,
大全聯 中壢店,多,19:00-20:07,2025-03-26,星期三,晴天,24,一般,嚴選鮭魚切片,5,519,30,1,魚類,
大全聯 中壢店,多,19:00-20:08,2025-03-26,星期三,晴天,24,一般,楓糖菠蘿麵包,5,42,20,2,麵包甜點類,
大全聯 中壢店,多,19:00-20:09,2025-03-26,星期三,晴天,24,一般,溫室小白菜,3,38,48,0,蔬果類,
大全聯 中壢店,多,19:00-20:10,2025-03-26,星期三,晴天,24,一般,台灣香蕉,15,114,57,0,其他,
大全聯 中壢店,多,19:00-20:10,2025-03-26,星期三,晴天,24,一般,日本青森富士蜜蘋果,1,177,50,0,蔬果類,
大全聯 中壢店,多,15:27:00,2025-03-29,星期六,陰天,14,一般,鮭魚,2,71,10,0,魚類,
大全聯 中壢店,多,15:27:00,2025-03-29,星期六,陰天,14,一般,豬梅花肉片,2,174,10,0,肉類,
大全聯 中壢店,多,15:27:00,2025-03-29,星期六,陰天,14,一般,雪花牛肉,4,197,20,1,肉類,
大全聯 中壢店,多,19:25-19:50,2025-04-01,星期二,陰天,14,少,雞清胸肉,2,153,20,1,肉類,
大全聯 中壢店,多,19:25-19:50,2025-04-01,星期二,陰天,14,少,里肌火鍋片,6,192,20,1,肉類,
大全聯 中壢店,多,19:25-19:50,2025-04-01,星期二,陰天,14,少,豬白肉火鍋片,9,185,20,1,肉類,
大全聯 中壢店,多,19:25-19:50,2025-04-01,星期二,陰天,14,少,雪花火鍋肉片,17,284,36,0,肉類,
大全聯 中壢店,多,19:25-19:50,2025-04-01,星期二,陰天,14,少,翼板牛排,2,374,20,1,肉類,
大全聯 中壢店,多,19:25-19:50,2025-04-01,星期二,陰天,14,少,澳洲羊梅花火鍋片,10,347,20,2,肉類,
大全聯 中壢店,多,19:25-19:50,2025-04-01,星期二,陰天,14,少,澳洲小羊肩排,2,291,20,2,肉類,
大全聯 中壢店,多,19:25-19:50,2025-04-01,星期二,陰天,14,少,嚴選鮭魚切片,2,458,30,1,魚類,
大全聯 中壢店,多,19:25-19:50,2025-04-01,星期二,陰天,14,少,台灣白玉蘿蔔,5,64,50,0,其他,
大全聯 中壢店,多,19:25-19:50,2025-04-01,星期二,陰天,14,少,葡式蛋塔,8,100,21,0,麵包甜點類,
大全聯 中壢店,多,19:25-19:50,2025-04-01,星期二,陰天,14,少,英式鬆餅Scone,9,84,34,2,麵包甜點類,
大全聯 中壢店,多,19:25-19:50,2025-04-01,星期二,陰天,14,少,生吐司,2,99,20,1,麵包甜點類,
大全聯 中壢店,多,18:55-19:10,2025-04-02,星期三,晴天,19,多,雞清胸肉,2,166,20,1,肉類,
大全聯 中壢店,多,18:55-19:10,2025-04-02,星期三,晴天,19,多,雞三節翅,8,211,20,1,肉類,
大全聯 中壢店,多,18:55-19:10,2025-04-02,星期三,晴天,19,多,里肌火鍋片,2,206,20,1,肉類,
大全聯 中壢店,多,18:55-19:10,2025-04-02,星期三,晴天,19,多,豬白肉火鍋片,3,172,20,1,肉類,
大全聯 中壢店,多,18:55-19:10,2025-04-02,星期三,晴天,19,多,安格斯無骨燒烤肉片,8,250,20,1,肉類,
大全聯 中壢店,多,18:55-19:10,2025-04-02,星期三,晴天,19,多,澳洲羊梅花火鍋片,15,325,36,1,肉類,
大全聯 中壢店,多,18:55-19:10,2025-04-02,星期三,晴天,19,多,刻花魷魚,3,99,30,1,魚類,
大全聯 中壢店,多,18:55-19:10,2025-04-02,星期三,晴天,19,多,台灣香蕉,1,169,54,0,其他,
大全聯 中壢店,多,14:29:00,2025-07-19,星期六,晴天,32,多,鮭魚丁,1,164,20,0,魚類,
大全聯 中壢店,多,14:29:00,2025-07-19,星期六,晴天,32,多,豆腸,3,104,30,0,蔬果類,
大全聯 中壢店,多,14:29:00,2025-07-19,星期六,晴天,32,多,蘭花乾,2,54,30,0,其他,
大全聯 中壢店,多,14:29:00,2025-07-19,星期六,晴天,32,多,三角油豆腐,1,43,10,0,蔬果類,
大全聯 中壢店,多,14:29:00,2025-07-19,星期六,晴天,32,多,鮭魚骨,1,71,10,0,魚類,
大全聯 中壢店,多,14:29:00,2025-07-19,星期六,晴天,32,多,湯用魚肉,2,133,20,1,肉類,
大全聯 中壢店,多,14:29:00,2025-07-19,星期六,晴天,32,多,火鍋魚片,1,58,10,1,魚類,
大全聯 中壢店,多,17:40:00,2025-04-23,星期三,晴天,30,一般,牛排,8,292,20,1,肉類,
大全聯 中壢店,多,17:40:00,2025-04-23,星期三,晴天,30,一般,CAB冷藏雪花火鍋,13,252,20,1,其他,
大全聯 中壢店,多,17:40:00,2025-04-23,星期三,晴天,30,一般,澳洲冷藏牛肉,7,370,20,1,肉類,
大全聯 中壢店,多,19:19:00,2025-09-23,星期二,雨天,29,少,挪威鮭魚切片(大),2,296,20,1,魚類,
大全聯 中壢店,多,19:19:00,2025-09-23,星期二,雨天,29,少,台灣高山高麗菜,6,49,60,0,蔬果類,
大全聯 中壢店,多,19:19:00,2025-09-23,星期二,雨天,29,少,澳洲冷藏小羊肩排,7,269,20,2,肉類,
大全聯 中壢店,多,19:19:00,2025-09-23,星期二,雨天,29,少,澳洲牛肩里肌牛排,4,192,20,1,肉類,
大全聯 中壢店,多,19:19:00,2025-09-23,星期二,雨天,29,少,安格斯牛小排燒烤片,6,404,20,1,肉類,
大全聯 中壢店,多,19:19:00,2025-09-23,星期二,雨天,29,少,美國無骨牛小排火鍋片,3,252,20,1,肉類,
大全聯 中壢店,多,19:19:00,2025-09-23,星期二,雨天,29,少,冷藏豬小排切塊,13,266,20,1,肉類,
大全聯 中壢店,多,19:19:00,2025-09-23,星期二,雨天,29,少,葡式蛋塔,11,95,20,0,麵包甜點類,
大全聯 中壢店,多,19:19:00,2025-09-23,星期二,雨天,29,少,白吐司,8,72,20,1,麵包甜點類,
大全聯 中壢店,多,19:19:00,2025-09-23,星期二,雨天,29,少,酥烤培根麵包,11,38,20,2,麵包甜點類,
大全聯 中壢店,多,19:19:00,2025-09-23,星期二,雨天,29,少,豬梅花火鍋/薄切肉片,5,217,20,1,肉類,
大全聯 中壢店,多,19:19:00,2025-09-23,星期二,雨天,29,少,冷藏豬里肌火鍋片,4,169,20,1,肉類,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,刻花魷魚,2,92,20,1,魚類,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,魚皮,3,110,44,0,魚類,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,海帶絲,3,45,20,1,其他,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,澳洲冷藏羊梅花火鍋片,8,255,20,2,肉類,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,冷藏雞三節翅/大包裝,5,238,20,1,肉類,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,冷藏肉國產冷藏雞棒腿,3,93,20,1,肉類,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,美國冷藏肋眼牛排,4,294,28,1,肉類,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,美國翼板霜降牛排,2,170,20,1,肉類,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,安格斯牛小排火鍋片,6,361,20,1,肉類,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,冷藏品-本草豬尾冬骨,4,138,20,1,肉類,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,豬梅花火鍋/薄切肉片,2,203,20,1,肉類,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,豬五花火鍋/薄切肉片,5,91,20,1,肉類,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,葡式蛋塔,9,95,20,0,麵包甜點類,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,菠蘿可頌,6,39,30,0,麵包甜點類,
大全聯 中壢店,多,19:24:00,2025-09-24,星期三,晴天,30,多,柏林甜甜圈(檸檬),4,33,20,2,麵包甜點類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,冷藏鮭魚輪切,9,126,10,1,魚類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,刻花魷魚,4,89,20,1,魚類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,雪螺,3,77,44,0,其他,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,海帶絲,3,30,44,0,其他,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,澳洲冷藏羊梅花火鍋片,5,248,36,1,肉類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,冷藏雞里肌肉/大包裝,12,258,20,1,肉類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,冷藏雞三節翅/大包裝,14,236,20,1,肉類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,冷藏肉國產冷藏雞棒腿,4,93,20,1,肉類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,美國冷藏沙朗心牛排,7,207,20,1,肉類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,安格斯牛小排燒烤片,11,35,20,1,肉類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,安格斯牛小排火鍋片,5,396,20,1,肉類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,冷藏豬肋小排切塊,4,203,20,1,肉類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,冷藏肉-豬大骨,6,80,48.8,0,肉類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,冷藏本草豬五花烤肉片,8,305,20,1,肉類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,冷藏本草豬里肌火鍋片,7,307,20,1,肉類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,豬里肌火鍋/薄切肉片,6,86,20,1,肉類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,冷藏肉-豬五花肉條,2,264,20,1,肉類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,葡式蛋塔,10,95,20,0,麵包甜點類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,古早味蛋糕,2,89,36,0,麵包甜點類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,香鬆蔥花蛋糕,5,88,36,0,蔬果類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,小米甜甜圈,3,24,20,2,麵包甜點類,
大全聯 中壢店,多,19:39:00,2025-09-25,星期四,晴天,30,一般,麥香吐司,3,78,36,0,麵包甜點類,
大全聯 中壢店,多,20:02-20:15,2025-09-27,星期六,晴天,28,一般,冷藏鮭魚切倫,7,149,10,1,魚類,
大全聯 中壢店,多,20:02-20:15,2025-09-27,星期六,晴天,28,一般,雪螺,3,85,20,1,其他,
大全聯 中壢店,多,20:02-20:15,2025-09-27,星期六,晴天,28,一般,海帶絲,4,34,20,1,其他,
大全聯 中壢店,多,20:02-20:15,2025-09-27,星期六,晴天,28,一般,羊梅花火鍋片,3,238,36,1,肉類,
大全聯 中壢店,多,20:02-20:15,2025-09-27,星期六,晴天,28,一般,雞腿排肉切片,9,85,20,1,肉類,
大全聯 中壢店,多,20:02-20:15,2025-09-27,星期六,晴天,28,一般,冷藏雞三節翅,8,198,20,1,肉類,
大全聯 中壢店,多,20:02-20:15,2025-09-27,星期六,晴天,28,一般,牛嫩里肌肉塊,2,228,20,1,肉類,
大全聯 中壢店,多,20:02-20:15,2025-09-27,星期六,晴天,28,一般,美國牛胸腹雪花火鍋片,3,196,20,1,肉類,
大全聯 中壢店,多,20:02-20:15,2025-09-27,星期六,晴天,28,一般,草本豬特選里肌肉,3,394,20,1,肉類,
大全聯 中壢店,多,20:02-20:15,2025-09-27,星期六,晴天,28,一般,草本豬龍骨,6,167,20,1,肉類,
大全聯 中壢店,多,20:02-20:15,2025-09-27,星期六,晴天,28,一般,豬五花肉條,5,242,20,1,肉類,
大全聯 中壢店,多,20:02-20:15,2025-09-27,星期六,晴天,28,一般,可可丹麥,6,39,30,0,其他,
大全聯 中壢店,多,20:02-20:15,2025-09-27,星期六,晴天,28,一般,螺旋酥捲,8,39,30,0,其他,
大全聯 中壢店,多,20:02-20:15,2025-09-27,星期六,晴天,28,一般,草莓巧克力可頌,7,43,30,0,麵包甜點類,
大全聯 中壢店,多,19:10-19:23,2025-09-28,星期日,晴天,26,一般,海帶絲,1,41,43,0,其他,
大全聯 中壢店,多,19:10-19:23,2025-09-28,星期日,晴天,26,一般,羊梅花火鍋片,6,296,20,2,肉類,
大全聯 中壢店,多,19:10-19:23,2025-09-28,星期日,晴天,26,一般,牛梅花火鍋片,5,131,20,1,肉類,
大全聯 中壢店,多,19:10-19:23,2025-09-28,星期日,晴天,26,一般,牛嫩煎里肌肉塊,3,278,20,1,肉類,
大全聯 中壢店,多,19:10-19:23,2025-09-28,星期日,晴天,26,一般,雞胸肉去皮,3,82,20,1,肉類,
大全聯 中壢店,多,19:10-19:23,2025-09-28,星期日,晴天,26,一般,草本豬龍骨,5,147,20,1,肉類,
大全聯 中壢店,多,19:10-19:23,2025-09-28,星期日,晴天,26,一般,豬梅花火鍋,3,89,20,1,肉類,
大全聯 中壢店,多,19:10-19:23,2025-09-28,星期日,晴天,26,一般,豬里肌火鍋片,5,170,20,1,肉類,
大全聯 中壢店,多,19:10-19:23,2025-09-28,星期日,晴天,26,一般,豬腱子肉,6,82,20,1,肉類,
大全聯 中壢店,多,19:10-19:23,2025-09-28,星期日,晴天,26,一般,螺旋酥捲,8,39,30,0,其他,
大全聯 中壢店,多,19:10-19:23,2025-09-28,星期日,晴天,26,一般,葡式蛋塔,10,67,30,0,麵包甜點類,
大全聯 中壢店,多,19:10-19:23,2025-09-28,星期日,晴天,26,一般,酥香培根麻糬球,10,39,20,0,其他,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,白管,3,68,44,,其他,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,澳洲冷藏小羊肩排,3,388,36,0,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,澳洲冷藏羊梅花火鍋片,4,272,20,1,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,冷藏雞里肌肉/大包裝,15,306,20,2,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,雞小腿,2,75,20,1,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,冷藏國產雞棒棒腿大包,7,163,20,1,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,冷藏雞二節翅/大包裝,2,198,20,1,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,土雞骨腿,7,434,36,1,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,美國冷藏沙朗心牛排,3,326,20,0,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,美國冷藏牛梅花牛排,5,353,20,1,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,美國牛嫩肩里肌燒烤片,10,294,20,1,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,安格斯牛小排火鍋片,7,433,20,1,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,美國無骨牛小排火烤片,5,274,20,1,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,冷藏本草豬里肌肉排,2,331,20,1,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,冷藏豬小排切塊,3,276,20,1,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,豬絞肉,5,157,36,1,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,豬里肌火鍋/薄切肉片,3,90,20,0,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,豬五花火鍋/薄切肉片,7,85,20,1,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,豬五花肉條(帶皮),2,183,20,1,肉類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,葡式蛋塔,14,95,20,1,麵包甜點類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,黑松露鹽可頌,5,34,30,0,麵包甜點類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,菠蘿可頌,4,39,30,0,麵包甜點類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,明太子可頌,6,43,30,0,麵包甜點類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,日式起司棒,5,54,20,0,其他,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,白吐司,9,40,20,2,麵包甜點類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,花朵千層蛋塔,4,99,20,1,麵包甜點類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,椰香蛋糕,3,99,36,0,麵包甜點類,
大全聯 中壢店,多,19:52:00,2025-09-30,星期二,晴天,30,少,英式鬆餅(葡萄),5,84,20,0,麵包甜點類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,刻花魷魚,2,89,10,1,魚類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,雪螺,4,73,20,1,其他,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,雪螺,4,73,44,0,其他,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,白管,4,79,20,1,其他,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,冷藏去骨雞腿/大包裝,16,375,20,1,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,冷藏國產雞棒棒腿大包,13,159,20,1,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,冷藏雞三節翅/大包裝,5,226,20,1,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,美國冷藏沙朗心牛排,4,298,20,0,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,魚皮,3,102,44,0,魚類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,挪威去刺鮭魚排,2,307,36,0,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,安格斯無骨牛小排大包,1,464,42.4,0,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,安格斯牛小排燒烤片,1,465,42.4,1,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,安格斯牛小排燒烤片,5,472,20,0,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,美國牛肩小排火鍋片,1,245,42.4,1,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,美國牛肩小排火鍋片,2,247,20,1,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,澳洲冷藏羊梅花火鍋片,4,272,36,0,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,冷藏本草豬後腿肉絲,2,357,42.4,1,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,本草豬附皮五花肉塊,6,356,20,1,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,附皮五花肉斯(快樂豬),4,206,42.4,1,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,冷藏豬小排切塊大包裝,8,454,20,0,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,草莓巧克力可頌,6,43,30,0,麵包甜點類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,黑松露鹽可頌,3,34,30,0,麵包甜點類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,菠蘿可頌,4,39,30,0,麵包甜點類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,巧克力德國結,5,34,30,0,其他,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,義式佛卡夏,5,34,30,0,其他,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,香腸佛卡夏,4,43,30,0,其他,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,明太子可頌,6,43,30,0,麵包甜點類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,鮭魚乳酪可頌,5,39,30,0,魚類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,椰香蛋糕,4,99,36,0,麵包甜點類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,英式鬆餅(葡萄),5,84,36,0,麵包甜點類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,白吐司,1,40,36,0,麵包甜點類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,葡式蛋塔,22,95,20,0,麵包甜點類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,豬絞肉,7,162,36,0,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,豬里肌火鍋/薄切肉片,4,83,20,1,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,冷藏本草豬五花烤肉片,12,382,20,1,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,豬五花肉條(帶皮),1,188,20,1,肉類,
大全聯 中壢店,多,17:44:00,2025-10-01,星期三,晴天,32,多,冷藏肉-豬五花肉條,2,269,20,1,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,螺肉,2,77,36,0,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,白管,1,79,36,0,其他,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,魚皮,1,87,36,0,魚類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,冷藏雞里肌肉/大包裝,9,211,20,1,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,冷藏國產雞棒棒腿大包,14,176,20,1,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,雞小腿,1,145,20,1,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,冷藏雞三節翅/大包裝,15,188,20,1,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,美國冷藏沙朗心牛排,1,264,20,1,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,安格斯無骨牛小排大包,4,409,20,1,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,安格斯牛小排燒烤片,12,432,20,1,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,安格斯牛小排火鍋片,7,437,20,1,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,澳洲冷藏羊梅花火鍋片,2,272,60,0,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,澳洲冷藏羊梅花炒肉片,2,333,60,0,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,冷藏品-本草豬龍骨,3,165,20,1,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,豬絞肉,4,146,36,0,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,附皮五花肉斯(快樂豬),1,210,63,0,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,豬里肌火鍋/薄切肉片,6,85,20,1,肉類,
大全聯 中壢店,多,18:35:00,2025-10-02,星期四,晴天,30,多,豬五花火鍋/薄切肉片,12,190,20,1,肉類,
